timestamp_ms,revid,cycle_count,gain_LSB_per_uT,x_uT,y_uT,z_uT,mag_uT,fx_uT,fy_uT,fz_uT,fmag_uT,lat_deg,lon_deg,alt_m,sats,hdop_m,spd_mps,course_deg,fix_valid
293780,34,200,74.92,19.821142,2.616124,37.026161,42.079189,10.901214,-1.24399,39.721851,41.209335,43.067564,-89.411515,,4,14.8,0.93,50.5,0
294283,34,200,74.92,19.060331,3.083289,38.107315,42.719673,11.423903,-1.257872,39.591579,41.225975,43.067564,-89.411515,,4,14.8,0.93,50.5,0
294786,34,200,74.92,20.421783,7.928457,37.439938,43.37809,11.859035,-1.011743,39.461842,41.217682,43.067564,-89.411515,,4,14.8,0.93,50.5,0
295289,34,200,74.92,19.794447,11.585691,37.213028,43.71336,11.949264,-0.504535,39.400978,41.176167,43.067564,-89.411515,,4,14.8,0.93,50.5,0
295792,34,200,74.92,19.060331,16.177256,35.531235,43.445007,12.196461,0.135615,39.215179,41.068264,43.067564,-89.411515,,4,14.8,0.93,50.5,0
296296,34,200,74.92,21.609718,15.616658,33.262146,42.628983,12.436184,0.710628,38.974922,40.917091,43.067564,-89.411515,,4,14.8,0.93,50.5,0
296799,34,200,74.92,16.057129,14.989323,32.514683,39.239212,12.473023,1.239192,38.71331,40.691917,43.067564,-89.411515,,4,14.8,0.93,50.5,0
297302,34,200,74.92,15.429792,16.577682,29.604912,37.273972,12.786958,1.845171,38.291527,40.412273,43.067564,-89.411515,,4,14.8,0.93,50.5,0
297805,34,200,74.92,13.120663,18.606514,28.817406,36.725971,12.871848,2.755476,37.901245,40.122082,43.067564,-89.411515,,4,14.8,0.93,50.5,0
298308,34,200,74.92,13.360919,20.221571,28.29685,37.257721,12.955136,3.726111,37.466648,39.817951,43.067564,-89.411515,,4,14.8,0.93,50.5,0
298811,34,200,74.92,15.403097,19.153765,31.126535,39.660854,13.108901,4.548856,37.135628,39.643288,43.067564,-89.411515,,4,14.8,0.93,50.5,0
299314,34,200,74.92,11.625734,18.152697,34.943939,41.057972,13.276013,5.321947,36.914593,39.588669,43.067564,-89.411515,,4,14.8,0.93,50.5,0
299817,34,200,74.92,11.879338,11.065136,37.613457,40.967403,13.459675,5.798189,36.790192,39.601768,43.067564,-89.411515,,4,14.8,0.93,50.5,0
300321,34,200,74.92,16.991459,0.907635,39.161774,42.698689,13.870247,5.964766,36.737335,39.718937,43.067564,-89.411515,,4,14.8,0.93,50.5,0
300824,34,200,74.92,23.184731,6.673786,36.478912,43.735367,14.538159,6.260015,36.578232,39.856152,43.067564,-89.411515,,4,14.8,0.93,50.5,0
301327,34,200,74.92,22.97117,6.326749,36.145222,43.291794,15.170834,6.616128,36.411655,39.9967,43.067564,-89.411515,,4,14.8,0.93,50.5,0
301830,34,200,74.92,18.392954,0.160171,39.161774,43.266281,15.583007,6.628942,36.351322,40.102264,43.067564,-89.411515,,4,14.8,0.93,50.5,0
302333,34,200,74.92,21.089163,-7.928457,37.85371,44.051296,16.049637,6.387618,36.25095,40.156242,43.067564,-89.411515,,4,14.8,0.93,50.5,0
302836,34,200,74.92,21.583023,-17.191671,35.290977,44.797695,16.634262,5.812604,36.033653,40.11121,43.067564,-89.411515,,4,14.8,0.93,50.5,0
303339,34,200,74.92,12.026161,-20.381741,36.465565,43.471615,16.739975,5.178862,35.878284,39.928669,43.067564,-89.411515,,4,14.8,0.93,50.5,0
303843,34,200,74.92,15.429792,-16.457556,31.179926,38.485287,17.079002,4.67379,35.50135,39.672188,43.067564,-89.411515,,4,14.8,0.93,50.5,0
304349,34,200,74.92,14.829151,0.694074,37.733582,40.548843,17.167631,4.963165,35.462376,39.710712,43.067564,-89.411515,,4,14.8,0.93,50.5,0
304852,34,200,74.92,26.735186,8.315536,34.089695,44.113781,17.833942,5.462898,35.239204,39.870972,43.067564,-89.411515,,4,14.8,0.93,50.5,0
305356,34,200,74.92,24.079018,6.900694,34.036304,42.259777,18.032555,5.734654,35.094517,39.870846,43.067564,-89.411515,,4,14.8,0.93,50.5,0
305859,34,200,74.92,26.508276,13.027229,32.24773,43.730007,18.418566,6.272829,34.853725,39.917091,43.067564,-89.411515,,4,14.8,0.93,50.5,0
306362,34,200,74.92,30.045382,13.814736,29.244528,44.145378,18.827536,6.720773,34.542461,39.910233,43.067564,-89.411515,,4,14.8,0.93,50.5,0
306865,34,200,74.92,25.93433,10.477843,33.288841,43.480129,19.102495,7.016555,34.34972,39.925438,43.067564,-89.411515,,4,14.8,0.93,50.5,0
307368,34,200,74.92,26.081154,11.26535,33.422318,43.865543,19.328869,7.150031,34.189014,39.920132,43.067564,-89.411515,,4,14.8,0.93,50.5,0
307871,34,200,74.92,21.115858,13.320876,36.558998,44.270596,19.381725,7.219439,34.162853,39.935848,43.067564,-89.411515,,4,14.8,0.93,50.5,0
308374,34,200,74.92,22.116926,12.600107,35.544582,43.718857,19.50399,7.076353,34.163387,39.970207,43.067564,-89.411515,,4,14.8,0.93,50.5,0
308877,34,200,74.92,23.545115,14.775762,34.356647,44.193607,19.581406,7.042717,34.207169,40.039501,43.067564,-89.411515,,4,14.8,0.93,50.5,0
309381,34,200,74.92,23.41164,15.790176,33.275494,43.642788,19.875586,7.074751,34.237598,40.215721,43.067564,-89.411515,,4,14.8,0.93,50.5,0
309884,34,200,74.92,26.147892,14.255206,32.941807,44.408173,20.30431,6.981852,34.371078,40.526318,43.067564,-89.411515,,4,14.8,0.93,50.5,0
310387,34,200,74.92,17.738922,16.671116,33.142017,41.121635,20.48904,6.904436,34.54406,40.752472,43.067564,-89.411515,,4,14.8,0.93,50.5,0
310890,34,200,74.92,15.803524,17.698879,34.676991,42.017799,20.586746,6.803528,34.799267,41.00111,43.067564,-89.411515,,4,14.8,0.93,50.5,0
311393,34,200,74.92,13.761346,17.338495,36.118526,42.362083,20.521076,6.730918,34.998947,41.12598,43.067564,-89.411515,,4,14.8,0.93,50.5,0
311896,34,200,74.92,27.442606,9.717031,33.862789,44.656532,21.153753,6.393491,34.9557,41.355278,43.067564,-89.411515,,4,14.8,0.93,50.5,0
312399,34,200,74.92,30.979712,-2.789642,34.717033,46.613274,21.917768,5.8393,34.83984,41.572834,43.067564,-89.411515,,4,14.8,0.93,50.5,0
312902,34,200,74.92,31.76722,-4.030966,34.636948,47.171211,22.508799,5.641756,34.658848,41.709846,43.067564,-89.411515,,4,14.8,0.93,50.5,0
313406,34,200,74.92,28.52376,-8.942873,34.103043,45.349724,22.722361,5.017089,34.563812,41.666943,43.067564,-89.411515,,4,14.8,0.93,50.5,0
313909,34,200,74.92,19.660973,-13.854779,35.144154,42.58662,22.589954,4.209828,34.523769,41.471909,43.067564,-89.411515,,4,14.8,0.93,50.5,0
314412,34,200,74.92,16.831287,-16.898026,34.85051,42.230244,22.527489,3.527501,34.351318,41.230377,43.067564,-89.411515,,4,14.8,0.93,50.5,0
314915,34,200,74.92,15.616658,-18.312868,34.797119,42.309345,22.308586,3.112124,34.229053,40.975437,43.067252,-89.411333,,4,14.8,1.35,131.3,1
315418,34,200,74.92,10.811533,-15.750134,37.266418,41.877701,21.877728,3.169785,34.308075,40.813313,43.067252,-89.411333,,4,14.8,1.35,131.3,0
315921,34,200,74.92,6.873999,-13.400961,39.882542,42.631615,21.67164,3.449017,34.444752,40.841114,43.06724,-89.411328,,4,14.8,1.3,131.3,1
